Code;Calle;Entre Calle;Lineas;Latitud;Longitud
C0528;Gauss 5500;Lagrange y Joule;13 Ida - 19 Ida -;-31,361276;-64,252871
C0530;Gauss 5676;Gay Lussac y Mariotte;13 Ida - 19 Ida -;-31,356828;-64,25098
C0532;Gauss 5824;Blas Pascal y Avogadro;13 Ida - 19 Ida -;-31,354672;-64,250167
C0534;Gauss 5968;Avogadro y Martinolli;13 Ida - 19 Ida -;-31,352808;-64,249405
C0536;Martinolli 5900;Locelso y Taravella;13 Ida - 19 Ida -;-31,350661;-64,250738
C0538;Martinolli 6160;Aston y Nepper;13 Ida - 19 Ida -;-31,349224;-64,252873
C0540;Martinolli 6700;Lasalle y Ferreyra;13 Ida - 19 Ida -;-31,348245;-64,256523
C0542;Martinolli 6878;Hopkins y Cajal;13 Ida - 19 Ida -;-31,347993;-64,259772
C0544;Martinolli 7092;Cajal y Fernando Braun;13 Ida - 19 Ida -;-31,347866;-64,261766
C0546;Martinolli 7258;Laveran y Heriberto Martinez;13 Ida - 19 Ida -;-31,347746;-64,263984
C0548;Martinolli 7674;Tomas Garzon y Richard;13 Ida - 19 Ida -;-31,347505;-64,268267
C0550;Martinolli 7898;Albert Sabin y Barany;13 Ida - 19 Ida -;-31,347271;-64,271472
C0552;Martinolli 8124;Buitrago y Curaquen;13 Ida - 19 Ida -;-31,347136;-64,273857
C0554;Martinolli 8200;Curaquen y Yupanqui;13 Ida - 19 Ida -;-31,346999;-64,27612
C0556;Martinolli 8360;Viracocha y Carolina;13 Ida - 19 Ida -;-31,346857;-64,278369
C0558;Martinolli 8530;Carolina y Alberione;13 Ida - 19 Ida -;-31,346669;-64,281261
C0560;Martinolli 8720;Alberione y La Gilda;13 Ida - 19 Ida -;-31,345805;-64,284312
C0562;Martinolli 8831;San Pedro Nolasco y Pasasje C;13 Ida - 19 Ida -;-31,344605;-64,286366
C0564;Martinolli 8866;Pasaje C y Diaz Caballero;13 Ida - 19 Ida -;-31,343874;-64,287737
C0566;Martinolli 8928;Correa y Villegas;13 Ida - 19 Ida -;-31,342667;-64,289365
C0568;Manuel de Falla 6912;Arias y Vinter = Almaceneros;13 Ida -;-31,340582;-64,290425
C0570;Manuel de Falla 7210;Vinter y Vazquez = Almaceneros;13 Ida -;-31,338509;-64,290223
C0572;Manuel de Falla 7444;Vazquez y Ricardo Rojas = Almaceneros;13 Ida -;-31,33663;-64,290225
C0574;Ricardo Rojas 9100;Manuel de Falla y Seeber = Almaceneros;13 Ida -;-31,334578;-64,292169
C0576;Ricardo Rojas 9250;Seeber y Bruzone = Almaceneros;13 Ida -;-31,33263;-64,292783
C0578;Ricardo Rojas 9370;Ausonia y Laborde = Almaceneros;13 Ida -;-31,329807;-64,294431
C0580;Ricardo Rojas 9511;Arroyito y Los Reartes = Almaceneros;13 Ida -;-31,328999;-64,29718
C0582;Ricardo Rojas 9630;San Marcos Sierra y Jamaica;13 Ida -;-31,32847;-64,29936
C0584;Ricardo Rojas 6846;San Salvador y Jamaica;13 Ida -;-31,327982;-64,301561
C0586;Ricardo Rojas 9985;Ricardo Rojas esq. Jamaica;13 Ida -;-31,327045;-64,30285
C0588;Entrada Warcalde 9999;Manuel de Falla y Zanon = Warcalde;19 Ida -;-31,340928;-64,290876
C0590;Ducasse 650;Frente ACV;18 Ida -;-31,40418;-64,188483
C0592;Ducasse 824;Barcala y Sarratea;18 Ida -;-31,403837;-64,19194
C0594;Ducasse 1034;Avellaneda y Castro Barro;18 Ida -;-31,40369;-64,194257
C0596;Ricardo Rojas 7429;Pasando Heriberto Martinez;18 Ida -;-31,336218;-64,262512
C0597;Ricardo Rojas 7700;Pasando Tomas Garzon;18 Ida -;-31,334908;-64,267402
C0598;Ricardo Rojas 7950;Antes de Huarpes;18 Ida -;-31,334367;-64,271084
C0600;Ricardo Rojas 8100;Tuti Cusi y Rimiñahui;18 Ida -;-31,335064;-64,27426
C0602;Ricardo Rojas 8292;Yupanqui y Viracocha;18 Ida -;-31,336237;-64,27751
C0604;Ricardo Rojas 8386;Esq. Huecac;18 Ida -;-31,336773;-64,279574
C0605;Ricardo Rojas 8490;Esq. Pachacutec;18 Ida -;-31,336915;-64,28166
C0606;Bodereau 7424;Frente Paseo Rivera;18 Ida -;-31,336191;-64,288068
C0607;Ricardo Rojas 8626;Esq. Tahuantisuyo;18 Ida -;-31,337162;-64,284256
C0608;Bodereau 7730;Amigorena y Hanan Pacha;18 Ida -;-31,333763;-64,288068
C0610;Bodereau 7870;Leon XIII y Pozo de la Loma;18 Ida -;-31,330336;-64,287939
C0612;Bodereau 8150;Pozo de la Loma y Coquena;18 Ida -;-31,329181;-64,287982
C0614;Bodereau 8354;Las Varillas y Piedra Labrada;18 Ida -;-31,326679;-64,288551
C0616;Bodereau 8643;Canteras de Quilpo y de los Gauchos;18 Ida -;-31,323068;-64,288422
C0618;Bodereau 8900;Esq. Rincon de Luna;18 Ida -;-31,319906;-64,288261
C0620;Bodereau 9190;Esq. Agua de  Sacha;18 Ida -;-31,316436;-64,288165
C0622;E.Peron 1533;Pasando Bodereau;18 Ida -;-31,313267;-64,288742
C0624;E.Peron 1400;Esq. Montebuey;18 Ida -;-31,313187;-64,29163
C0626;E.Peron 1245;Esq Oscar Allende;18 Ida -;-31,313123;-64,294441
C0628;E.Peron 1015;Esq. De la Torre;18 Ida -;-31,31309;-64,296359
C0629;E.Peron 700;Esq. Frondisi;18 Ida -;-31,313029;-64,298652
C0630;San Jeronimo 545;Sarmiento y Mitre;18 Ida -;-31,314552;-64,300749
C0632;San Jeronimo 413;Guido Buffo;18 Ida -;-31,315249;-64,304204
C0634;San Lorenzo 285;Sgto Cabral;18 Ida -;-31,315799;-64,306897
C0635;Avellaneda 000;Esq. Ascuenaga;18 Ida -;-31,316317;-64,305183
C0637;San Lorenzo 121;Esq. Velez Sarsfield;18 Ida -;-31,315769;-64,306932
C0639;San Lorenzo 000;Esq. Velez Sarsfield;18 Ida -;-31,314935;-64,308177
C0641;Velez Sarsfield 200;Frente Anfiteatro;18 Ida -;-31,316415;-64,309169
C0642;Cumbres de Gaspar 9999;La Carbonada M11 C5;16 Reg -;-31,490044;-64,086213
C0644;Cumbres de Gaspar 9999;La Carbonada M13;16 Reg -;-31,48998;-64,083896
C0646;Cumbres de Gaspar 9999;La Carbonada M1 C48;16 Reg -;-31,489939;-64,083901
C0648;Cumbres de Gaspar 9999;La Carbonada M2 C5;16 Reg -;-31,489953;-64,079207
C0650;Cumbres de Gaspar 9999;Salida 25 de Mayo;16 Reg -;-31,490666;-64,077212
C0652;Ruta 9 Sur 9999;Km. 688 Riggars;16 Reg -;-31,50019;-64,067223
C0654;Ruta 9 Sur 9999;Fabrica Metal-Ce;16 Reg -;-31,493823;-64,073102
C0656;Ruta 9 Sur 9999;Salida La Carbonada;16 Reg -;-31,490895;-64,076123
C0660;Ruta 9 Sur 9999;Pauli y Cuidad de Mis Sueños;16 Reg -;-31,485333;-64,081964
C0662;Parque Ituzaingo 9999;Entrada;16 Reg -;-31,483064;-64,084228
C0664;Publica C. mis Sueños 9999;Frente Colegio M13;16 Reg -;-31,4789;-64,085172
C0666;Publica C. mis Sueños 9999;Frente Manzana 56 M6 C40;16 Reg -;-31,478452;-64,085403
C0668;Publica C. mis Sueños 9999;Frente Centro Comunal - Comisaria;16 Reg -;-31,477924;-64,085172
C0670;Publica C. mis Sueños 9999;Frente Manzana 31 Casa 16;16 Reg -;-31,477148;-64,087297
C0672;Publica C. mis Sueños 9999;Frente Manzana 31 Casa 24;16 Reg -;-31,477189;-64,088917
C0674;Ruta 9 Sur 6250;Esquina Vucetich;16 Reg -;-31,468997;-64,098946
C0678;Calingasta 5507;Almagro y Radio Maria;11 Reg -;-31,441186;-64,114462
C0680;Calingasta 9999;Lola Mora y Radio Maria;11 Reg -;-31,441182;-64,111796
C0682;Calingasta 9999;Esq. Tulumba;11 Reg -;-31,440848;-64,110911
C0684;Tulumba 2669;Ancasti y Calingasta;11 Reg -;-31,439658;-64,110911
C0686;Tulumba 2517;Antes de Tinogasta;11 Reg -;-31,437323;-64,111007
C0688;Tinogasta 5711;Esq. Luis Burela;11 Reg -;-31,437158;-64,112086
C0690;Tinogasta 5511;Esq. Lola Mora;11 Reg -;-31,437195;-64,114253
C0692;Tinogasta 5411;Esq. Boedo;11 Reg -;-31,437241;-64,116592
C0694;Boedo 2638;Andalgala y Ancasti;11 Reg -;-31,439246;-64,116807
C0696;Boedo 2750;Esq. Calingasta;11 Reg -;-31,440839;-64,116753
C0698;Calingasta 5311;Boedo y Cangallo;11 Reg -;-31,440931;-64,11804
C1000;Poincare 8112;Cheine y Buitrago;10 Reg -;-31,344438;-64,273496
C1002;Buitrago 6732;Divino Maestro y Cocomel;10 Reg -;-31,342184;-64,273474
C1004;Sandoval 7987;Candamo y Salnave;10 Reg -;-31,340736;-64,272594
C1006;Sandoval 7851;Coronado y Salom;10 Reg -;-31,340827;-64,270148
C1008;Bartolome Salom 6701;Manuel Montt y Morelos;10 Reg -;-31,34222;-64,269376
C1010;Morelos 7704;Bartolome Salom y Tomas Garzon;10 Reg -;-31,342037;-64,267616
C1012;Morelos 7561;Guillermo Ostwald y Mocovies;10 Reg -;-31,341872;-64,265921
C1014;Morelos 7400;Mocovies y Heriberto Martinez;10 Reg -;-31,34189;-64,264398
C1016;Heriberto Martinez 7090;Domingo Alvariños y Jose Agusti;10 Reg -;-31,339581;-64,26326
C1018;Heriberto Martinez 7400;Carlos Andres y Ricardo Rojas;10 Reg -;-31,337364;-64,262595
C1020;Ricardo Rojas 7700;Esq Tomas Garzon;10 Reg - 18 Reg -;-31,3385;-64,260246
C1022;Ricardo Rojas 7485;Esq Heriberto Martinez;10 Reg - 18 Reg -;-31,340278;-64,256973
C1023;Ricardo Rojas 6909;Ramon Cajal y Ferreyra;10 Reg - 18 Reg -;-31,341416;-64,255351
C1024;Rafael Nuñez 6325;Francisco Aston y Nicasio;10 Reg - 11 Ida - 12 Reg - 15 Ida - 18 Reg -;-31,344161;-64,251982
C1028;Rafael Nuñez 6004;Andres Piñero y Juan Perrin;10 Reg - 11 Ida - 12 Reg - 15 Ida - 18 Reg -;-31,347626;-64,249941
C1030;Rafael Nuñez 5713;Angel Lo Celso y Gauss;10 Reg - 11 Ida - 12 Reg - 15 Ida - 18 Reg -;-31,350815;-64,247983
C1032;Rafael Nuñez 5471;Pappin y Parmenio Ferrer;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg -;-31,353206;-64,245783
C1034;Rafael Nuñez 5229;Permenio Ferrer y Astrada Ponce;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg -;-31,354496;-64,244386
C1036;Rafael Nuñez 4775;Avila y Zarate y Candonga;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,360446;-64,238635
C1038;Rafael Nuñez 4653;Hugo Wast y Felix Garzon;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,363041;-64,237154
C1040;Rafael Nuñez 4550;Echarque y Manuel Pizarro;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,365361;-64,235577
C1044;Rafael Nuñez 4315;Gavier y Jose Roque Funes;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,367901;-64,233756
C1046;Rafael Nuñez 4121;del Campillo y Bustos;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,370343;-64,231688
C1048;Rafael Nuñez 4015;Bautista Daniel y Victorino Rodriguez;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,371932;-64,230358
C1050;Rafael Nuñez 3903;Rique Ferreyra y Beverina;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,373581;-64,228912
C1052;Rafael Nuñez 3800;Berrotaran y Arruabarrena;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,374863;-64,22778
C1054;Rafael Nuñez 3770;Perez de Herrera y Pedro Angelis;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,376926;-64,225959
C1056;Rafael Nuñez 3575;Jose Otero y Orma;10 Reg - 11 Ida - 12 Reg - 13 Reg - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,378291;-64,224771
C1058;Octavio Pinto 3257;Correa y Javier Lopez;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,383521;-64,222392
C1060;Octavio Pinto 3135;Democracia y Temistocles Castellano;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,385009;-64,2204
C1062;Caraffa 2935;Octavio Pinto y Galeano;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,386093;-64,218285
C1064;Caraffa 2717;Armendariz y Claudio Cuenca;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,387;-64,215662
C1066;Caraffa 2529;Las Playas y Domingo Zipoli;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,387776;-64,2131
C1068;Caraffa 2313;Alonso de Rivera y Juan Posse;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,388634;-64,210389
C1070;Caraffa 2051;Juan de la Serna y Progreso;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,389832;-64,206636
C1072;Caraffa 1875;Obispo Pozo y Silva y Castro Barros;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,39034;-64,205172
C1074;Castro Barros 1527;Copacabana y 6 de Julio;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,391966;-64,203493
C1076;Castro Barros 1299;6 de Julio y Jose Maria Galan;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,393754;-64,202516
C1078;Castro Barros 1125;Galan y Bialet Masse;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,395457;-64,201516
C1080;Castro Barros 965;Bialet Masse y Neuquen;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,39695;-64,200003
C1082;Castro Barros 617;Brandsen y Chaco;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,399583;-64,197906
C1084;Castro Barros 417;Santa Fe y Agustin Olmedo;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,401153;-64,196778
C1086;Castro Barros 75;12 de Octubre Avellaneda;10 Reg - 11 Ida - 12 Reg - 13 Reg - 14 Ida - 15 Ida - 17 Reg - 18 Reg - 19 Reg -;-31,404471;-64,194602
C1090;Sabattini 500;SOLOBUS - ESTACION ACA;10 Reg - 11 Ida - 12 Reg - 14 Ida - 17 Reg -;-31,427069;-64,17243
C1092;Sabattini 1400;SOLOBUS - ESTACION DEODORO ROCA;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,430593;-64,167889
C1094;Sabattini 1610;SOLOBUS - ESTACION TOLOSA;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,431643;-64,164163
C1098;Sabattini 2100;SOLOBUS - ESTACION BARCELONA;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,433293;-64,157554
C1102;Sabattini 2500;SOLOBUS - ESTACION SARGENTO CABRAL;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,433245;-64,152546
C1106;Sabattini 2900;SOLOBUS - ESTACION OCAMPO;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,433378;-64,146881
C1110;Sabattini 3300;Frente Hiper Libertad;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,433185;-64,142352
C1111;Sabattini 4096;Sabattini Esquina Ucacha;11 Ida -;-31,433575;-64,133404
C1112;Sabattini 3800;SOLOBUS - ESTACION BANCALARI;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,432261;-64,137209
C1114;Sabattini 3900;SOLOBUS - ESTACION PUNILLA;10 Reg - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,432792;-64,134946
C1116;Sabattini 4300;SOLOBUS - ESTACION TANCACHA;10 Reg - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,434599;-64,131848
C1120;Sabattini 4800;CPC Empalme;10 Reg - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,438349;-64,128871
C1122;Sabattini 4850;Fiambala y Calingasta;10 Reg - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,440417;-64,127648
C1124;Sabattini 5025;Circunvalacion y Croacia;10 Reg - 12 Reg - 14 Ida - 15 Ida - 16 Ida - 17 Reg -;-31,446367;-64,122155
C1126;Sabattini 5100;Croacia y Cangallo;10 Reg - 12 Reg - 15 Ida - 16 Ida - 17 Reg -;-31,448747;-64,119773
C1128;Sabattini 5200;Frente FIAT;10 Reg - 12 Reg - 15 Ida - 16 Ida - 17 Reg -;-31,451511;-64,117112
C1130;Sabattini 5375;Frente CARGO;10 Reg - 12 Reg - 15 Ida - 16 Ida - 17 Reg -;-31,454806;-64,113529
C1131;Huergo 4723;Sabattini y Delgado;17 Reg -;-31,455428;-64,111716
C1132;Sabattini 5400;Interindustria y Huergo;10 Reg - 12 Reg - 15 Ida - 16 Ida -;-31,456307;-64,11207
C1133;Delgado 5493;Segui y Torrent;17 Reg -;-31,455373;-64,110578
C1134;Sabattini 5515;Luciano Torrent y Martin Zapata;10 Reg - 12 Reg - 15 Ida - 16 Ida -;-31,457753;-64,110503
C1135;Zapata 4507;Llerena y Leiva;17 Reg -;-31,453053;-64,109752
C1136;Sabattini 5700;Padilla y Sanchez de Loria;10 Reg - 12 Reg - 15 Ida - 16 Ida -;-31,459601;-64,108615
C1137;Av. Savio;Antes de Gamarra;15 Ida -;-31,460201;-64,113159
C1138;Sabattini 5839;Frente Cordiez;10 Reg - 16 Ida -;-31,461724;-64,106383
C1140;Sabattini 6200;Perello y Albizurri;10 Reg - 16 Ida -;-31,463061;-64,105117
C1141;Ruta 9 y Vucetich;Sin Datos;16 Ida -;-31,465028;-64,103079
C1142;Vucetich 6225;Sabattini y Taylor;10 Reg -;-31,464982;-64,100783
C1144;Vucetich 6340;Dalton y Diesel;10 Reg -;-31,465019;-64,099195
C1146;Vucetich 6450;Guillermo Harvey y Galvani;10 Reg -;-31,465019;-64,09735
C1148;Vucetich 6630;Galileo y Guttenberg;10 Reg - 12 Reg -;-31,465028;-64,095054
C1150;Vucetich 6840;Lavoser y Daguerre;10 Reg - 12 Reg -;-31,465001;-64,093359
C1152;Vucetich 7040;Watt y Gramme;10 Reg - 12 Reg -;-31,464982;-64,090655
C1154;Vucetich 7178;Westinghouse y Faraday;10 Reg - 12 Reg -;-31,465037;-64,088402
C1156;Vucetich 7390;Lorentz y Bragg;10 Reg - 12 Reg -;-31,465366;-64,085527
C1158;Vucetich 7490;Compton y Guillaume;10 Reg - 12 Reg -;-31,465056;-64,084003
C1160;Vucetich 7570;Barkla y Franck;10 Reg - 12 Reg -;-31,465156;-64,082265
C1162;Vucetich 7693;Lippman y Pauli;10 Reg - 12 Reg - 17 Reg -;-31,465056;-64,081149
C1163;Vucetich 7890;Esq. Shrodinger;10 Reg - 12 Reg - 17 Reg -;-31,465069;-64,078588
C1164;Unidad Nacional 300;Esq. Aussani;11 Ida - 15 Ida -;-31,306963;-64,2871
C1166;Peron 211;Auzzani y Pucara;11 Ida - 15 Ida -;-31,307781;-64,285094
C1168;Peron 69;Del Llano y Linco;11 Ida - 15 Ida -;-31,30848;-64,282355
C1170;Peron 15;Esquina con Goycoechea;11 Ida -;-31,308569;-64,280303
C1174;Donato Alvarez 9835;Estacion de Servicio;11 Ida -;-31,311716;-64,277859
C1176;Donato Alvarez 9609;Yafu y Boro;11 Ida -;-31,31321;-64,276732
C1178;Donato Alvarez 9426;Boro y Loncoche;11 Ida -;-31,314773;-64,275675
C1180;Donato Alvarez 9200;Auquinco y Cauque;11 Ida - 15 Ida -;-31,318574;-64,272987
C1182;Arrayan 9113;Cauque y Molleyaco;11 Ida - 15 Ida -;-31,320334;-64,274532
C1184;Cauque 7526;Coligue y Chacal;11 Ida -;-31,318306;-64,271125
C1186;Cauque 7300;Matra y Kawal;11 Ida -;-31,317071;-64,268534
C1188;Tabacue 9143;Cauque y Casuati;11 Ida -;-31,316553;-64,267096
C1190;Tabacue 8915;Casuati y Vulcan;11 Ida -;-31,318372;-64,265889
C1192;Tabacue 8771;Chaquira y Cambaceres;11 Ida -;-31,319426;-64,265224
C1194;Tipayante 7500;Tabacue y Sin Datos;11 Ida -;-31,321103;-64,266029
C1196;Tipayante 7688;Chacal y Donato Alvarez;11 Ida -;-31,322748;-64,269114
C1198;Donato Alvarez 8423;Malalco y Piedra Labrada;11 Ida -;-31,325461;-64,26832
C1200;Donato Alvarez 8253;Mogrovejo y Agua de la Pilona;11 Ida - 15 Ida -;-31,327211;-64,267054
C1202;Donato Alvarez 8011;Alcalifes y Tomas Garzon;11 Ida - 15 Ida -;-31,329594;-64,265348
C1204;Donato Alvarez 7901;Rodolfo Medica y Querandies;11 Ida - 15 Ida -;-31,330912;-64,264521
C1206;Donato Alvarez 7751;Tehuelches y Fangio;11 Ida - 15 Ida -;-31,33206;-64,263148
C1208;Donato Alvarez 7629;Donato Alvarez y Pozo de la Loma;11 Ida - 12 Reg - 15 Ida -;-31,333212;-64,262381
C1210;Donato Alvarez 7411;Frente Arguello Juniors;11 Ida - 12 Reg - 15 Ida -;-31,336083;-64,261581
C1212;Donato Alvarez 7335;Dispensario;11 Ida - 12 Reg - 15 Ida -;-31,336871;-64,259998
C1214;Donato Alvarez 7239;Frente Blas Pascal;11 Ida - 12 Reg - 15 Ida -;-31,338674;-64,257314
C1216;Rafael Nuñez 6500;Frente CPC;11 Ida - 12 Reg - 15 Ida -;-31,341077;-64,254642
C1218;Punilla 2217;Sabattini y Caucete;11 Ida -;-31,4327;-64,134455
C1220;Punilla 2017;Cabalango y Quilino;11 Ida -;-31,430673;-64,131835
C1222;Quilino 4100;Esq. Ucacha;11 Ida -;-31,43143;-64,130684
C1223;Sacanta 1909;Esq. Pascanas;11 Ida -;-31,431291;-64,129053
C1224;Junin 4667;Chamical y Soto;11 Ida -;-31,429812;-64,125604
C1225;Sacanta 1721;Esq. Guandacol;11 Ida -;-31,429945;-64,127277
C1226;Junin 4900;Pichanas y Ramos Mejia;11 Ida -;-31,429782;-64,123949
C1228;Junin 5100;Mario Bravo y Callao;11 Ida -;-31,429762;-64,12065
C1230;Cangallo 1980;Rosales y Ariza;11 Ida -;-31,430146;-64,119392
C1232;Cangallo 2068;Ariza y Arroyo;11 Ida -;-31,432533;-64,119344
C1234;Cangallo 2244;Serrezuela y Medrano;11 Ida -;-31,434449;-64,119258
C1236;Medrano 5117;Cangallo y Callao;11 Ida -;-31,435286;-64,119961
C1238;Madrano 4915;Mario Bravo y Ramos Mejia;11 Ida -;-31,43535;-64,122831
C1240;Ramos Mejia 2485;Talacasto y Tinogasta;11 Ida -;-31,437058;-64,123549
C1242;Borda 9999;Ornstein y Revello;12 Reg - 14 Ida - 17 Reg -;-31,317229;-64,260234
C1243;Borda 5850;Antes de Amuchastegui;14 Ida -;-31,316358;-64,258379
C1244;Iberguren 6400;G. Furlong;12 Reg -;-31,317247;-64,259011
C1248;Yaben 6900;Furlong y Revello;12 Reg -;-31,320106;-64,256972
C1250;Ortega 8650;Marimon y Roatta;12 Reg - 14 Ida - 17 Reg -;-31,321123;-64,256505
C1252;Ortega 8774;Esquina Pizzolatto;12 Reg - 14 Ida - 17 Reg -;-31,321886;-64,256449
C1254;Pizzolatto 7036;Menditeguy y Giannini;12 Reg -;-31,321824;-64,258146
C1256;Pizzolatto 7144;Gianini y Hnos Grimm;12 Reg -;-31,321341;-64,259646
C1258;Malalco 7034;Pizzolatto y Pillahuenu;12 Reg -;-31,321407;-64,261081
C1260;Malalco 7184;Chapisgasta y Tabacue;12 Reg -;-31,322159;-64,262476
C1262;Malalco 7138;Kawall y Matra;12 Reg -;-31,32324;-64,264472
C1264;Malalco 7288;Liencura y Fangio;12 Reg -;-31,323973;-64,266017
C1266;Fangio 8350;Wieland y Miguel Marin;12 Reg -;-31,324541;-64,266167
C1268;Beta 7405;Fagio y Artagoveitia;12 Reg -;-31,325641;-64,2643
C1270;Beta 7164;Carlos Lusso y Fabio Pessatti;12 Reg -;-31,325623;-64,260137
C1272;Massetti 8279;Bizio y Risatti;12 Reg -;-31,326466;-64,260201
C1274;Massetti 8152;Risatti y Cubillos;12 Reg -;-31,328244;-64,261102
C1276;Massetti 8071;Cubillos y Benajele;12 Reg -;-31,329032;-64,261531
C1278;Massetti 7955;Benajele y Cordoba;12 Reg -;-31,330443;-64,262325
C1280;Cno C. de los Remedios 5738;Sabattini y Millan;12 Reg -;-31,460462;-64,105117
C1282;Cno C. de los Remedios 6098;Ibarrola y Robles;12 Reg -;-31,460448;-64,102918
C1283;Cno C. de los Remedios 6288;Los Espinillos y Ferre;12 Reg -;-31,460173;-64,101201
C1284;Cno C. de los Remedios 6500;Los Espinillos y Los Chañares;17 Reg -;-31,459473;-64,098766
C1285;Los Espinillos 6286;Guayacares y Los Algarrobos;12 Reg -;-31,461829;-64,099688
C1286;Los Chañares 5492;Vucetich y Noguchi;12 Reg -;-31,464287;-64,097081
C1287;Los Algarrobos 5304;Los Caldenes y Los Chañares;12 Reg -;-31,461573;-64,097687
C1288;Ricardo Rojas 9985;Ricardo Rojas esq. Jamaica;13 Reg -;-31,32731;-64,302834
C1290;Ricardo Rojas 9849;Jamaica y San Salvador;13 Reg -;-31,328016;-64,301556
C1292;Ricardo Rojas 9689;Bell Ville y San Marcos Sierras;13 Reg -;-31,328596;-64,299238
C1294;Ricardo Rojas 9500;San Marcos Sierras y Los Reartes  ;13 Reg -;-31,328944;-64,297487
C1296;Ricardo Rojas 9350;Laborde y Ausonia = Almaceneros;13 Reg -;-31,32962;-64,29496
C1298;Ricardo Rojas 9261;Ausonia y Bruzone = Almaceneros;13 Reg -;-31,33214;-64,292895
C1300;Ricardo Rojas 9100;Bruzone y Seeber = Almaceneros;13 Reg -;-31,334601;-64,292211
C1302;Manuel de Falla 7335;Ricardo Rojas y Vinter = Almaceneros;13 Reg -;-31,33617;-64,290314
